JOB TITLE,MIN SALARY ESTIMATION,MAX SALARY ESTIMATION,RATING,COMPANY NAME,LOCATION,HEAD QUARTERS,COMPANY AGE,COMPANY TYPE,INDUSTRY,SECTOR,REVENUE,data_job_role,EXCEL,SQL,PYTHON,TABLEAU,POWER BI,BACHELOR'S DEGREE REQUIREMENT,MASTER'S DEGREE REQUIREMENT,PHD DEGREE REQUIREMENT,COMPANY_AGE,COMPANY_SIZE
Data Engineer,91000,150000,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",12,Private,IT Services,Information Technology,-1,engineer,0,0,1,0,0,0,0,0,12,M
"Manager / Lead, Data Science & Analytics",91000,150000,4.1,ABIOMED,"Danvers, MA","Danvers, MA",42,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,other job role,1,1,1,1,1,0,0,0,42,L
Data Scientist,91000,150000,3.5,Comcast,"New York, NY","Philadelphia, PA",60,Public,-1,-1,$10+ billion,scientist,0,1,1,1,0,0,0,0,60,L
Data Scientist,91000,150000,3.2,"Metronome, LLC","Vienna, VA","Fairfax, VA",12,Private,IT Services,Information Technology,$10 to $25 million,scientist,0,1,1,0,0,0,0,0,12,M
Data Scientist,91000,150000,5,SkillSoniq,"San Francisco, CA","Jersey City, NJ",-1,Public,-1,-1,-1,scientist,0,1,1,0,0,0,0,0,-1,-1
Data Scientist,91000,150000,4.7,Lawrence Livermore National Lab,"Livermore, CA","Livermore, CA",71,Government,Federal Agencies,Government,$1 to $2 billion,scientist,1,0,1,0,0,0,0,0,71,L
Diversity and Inclusion Data Analyst,91000,150000,3.8,FHLBank Pittsburgh,"Pittsburgh, PA","Pittsburgh, PA",91,Private,Banks & Credit Unions,Finance,$1 to $2 billion,analyst,0,0,0,1,0,0,0,0,91,L
Data Scientist,91000,150000,3.6,Jacobs,"Herndon, VA","Dallas, TX",76,Public,Architectural & Engineering Services,Business Services,$10+ billion,scientist,0,1,1,1,0,1,0,0,76,L
Data Scientist,91000,150000,4.8,Klaviyo,"Boston, MA","Boston, MA",11,Private,Computer Hardware & Software,Information Technology,-1,scientist,0,0,0,0,0,1,0,0,11,L
Data Scientist,91000,150000,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",129,Private,Consulting,Business Services,$2 to $5 billion,scientist,0,0,0,0,0,0,0,0,129,L
Data Scientist,91000,150000,3.7,Altus Group,"Irvine, CA","Toronto, Canada",18,Public,Real Estate,Real Estate,$100 to $500 million,scientist,1,1,1,1,0,0,0,0,18,L
Data Scientist,91000,150000,5,Jobot,"Irvine, CA","Irvine, CA",5,Private,Staffing & Outsourcing,Business Services,$25 to $50 million,scientist,1,1,1,1,1,0,0,0,5,M
Data Scientist,91000,150000,0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",-1,Private,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,-1
Senior Analyst/Data Scientist,141000,225000,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",57,Private,Internet,Information Technology,$100 to $500 million,scientist,1,1,1,1,0,0,1,0,57,L
Data Scientist,141000,225000,5,Cohere Health,"Boston, MA","Boston, MA",4,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,4,S
Data Scientist,141000,225000,0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",-1,Private,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,-1
Senior Data Scientist - R&D Oncology,141000,225000,4,AstraZeneca,"New York, NY","Cambridge, United Kingdom",110,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,0,1,0,0,0,0,1,110,L
Data Scientist,141000,225000,4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",106,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion,scientist,1,1,1,0,0,0,0,0,106,L
Data Scientist,141000,225000,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",-1,Private,-1,-1,-1,scientist,1,1,1,0,0,0,0,0,-1,M
Data Scientist,141000,225000,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",63,Private,Architectural & Engineering Services,Business Services,$10 to $25 million,scientist,0,1,1,0,0,0,0,0,63,M
Data Scientist,141000,225000,0,PETADATA,"San Francisco, CA","Fremont, CA",-1,Private,-1,-1,-1,scientist,1,1,1,1,1,0,0,0,-1,M
Data Scientist,141000,225000,4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",17,Private,Staffing & Outsourcing,Business Services,$5 to $10 million,scientist,0,0,1,0,0,1,0,0,17,L
Data Scientist Machine Learning,141000,225000,3.5,Leidos,"Arlington, VA","Reston, VA",54,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,scientist,0,0,1,0,0,1,0,0,54,L
Data Scientist,141000,225000,3.7,Take-Two,"San Francisco, CA","New York, NY",30,Public,Video Games,Media,$1 to $2 billion,scientist,1,1,1,1,0,0,0,0,30,L
Data Scientist,141000,225000,3.7,Colony Brands,"Monroe, WI","Monroe, WI",-1,Private,Food & Beverage Stores,Retail,$100 to $500 million,scientist,0,1,1,0,0,0,1,0,-1,L
Data Scientist,141000,225000,4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",-1,Hospital,Health Care Services & Hospitals,Health Care,-1,scientist,0,1,1,0,0,0,0,0,-1,L
Data Scientist,141000,225000,3.4,SleePare,"New York, NY","New York, NY",6,Private,Other Retail Stores,Retail,-1,scientist,0,1,1,0,0,0,0,0,6,S
Data Analyst,141000,225000,4.5,ShorePoint,"Reston, VA","Washington, DC",6,Private,IT Services,Information Technology,-1,analyst,1,1,0,1,1,0,0,0,6,S
Data Scientist,141000,225000,3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",33,Private,"Hotels, Motels, & Resorts",Travel & Tourism,-1,scientist,0,1,1,0,0,0,0,0,33,L
Data Scientist,141000,225000,3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",16,Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion,scientist,0,0,0,0,0,0,0,0,16,L
Data Scientist,141000,225000,3.2,State of Virginia,"Richmond, VA","Richmond, VA",235,Government,State & Regional Agencies,Government,$10+ billion,scientist,0,1,1,0,0,1,0,0,235,L
Data Scientist,141000,225000,3.7,TA Digital,"New York, NY","Newark, CA",23,Private,Computer Hardware & Software,Information Technology,$25 to $50 million,scientist,0,1,1,0,0,0,0,0,23,L
Data Scientist,141000,225000,4,Market America Inc,"Monterey, CA","Greensboro, NC",31,Private,Other Retail Stores,Retail,$100 to $500 million,scientist,1,0,1,0,0,0,1,1,31,L
Data Scientist,145000,225000,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",8,Private,Computer Hardware & Software,Information Technology,-1,scientist,0,0,0,0,0,0,0,0,8,M
Data Scientist,145000,225000,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",18,Private,Federal Agencies,Government,$25 to $50 million,scientist,0,1,1,1,0,1,0,0,18,M
Chief Scientist,145000,225000,3.4,TrueAccord,Remote,"San Francisco, CA",10,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,1,0,0,0,0,1,10,M
Data Scientist,145000,225000,3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",19,Private,IT Services,Information Technology,$10 to $25 million,scientist,0,1,1,1,0,1,0,1,19,L
Data Scientist,145000,225000,3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",-1,Private,IT Services,Information Technology,$1 to $5 million,scientist,1,0,1,0,0,0,0,1,-1,S
Data Scientist,145000,225000,5,Kollasoft Inc.,"New York, NY","Irving, TX",-1,Public,-1,-1,-1,scientist,1,0,1,0,0,0,0,1,-1,-1
Data Scientist,145000,225000,3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",20,Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion,scientist,1,0,0,0,0,1,0,0,20,L
Data Scientist,145000,225000,4.4,Adwait Algorithm,"New York, NY","Houston, TX",8,Private,IT Services,Information Technology,-1,scientist,0,1,1,0,0,1,0,1,8,M
"Health Plan Data Analyst, Sr",145000,225000,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",105,NPO,Health Care Services & Hospitals,Health Care,$100 to $500 million,analyst,0,0,0,0,0,0,0,0,105,L
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145000,225000,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",10,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,scientist,0,0,0,0,0,0,0,0,10,L
Data Scientist,145000,225000,3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",31,Public,Financial Transaction Processing,Finance,$100 to $500 million,scientist,1,0,1,1,0,1,0,0,31,L
Senior Data Scientist,145000,225000,3.8,Metromile,"San Francisco, CA","San Francisco, CA",12,Private,Insurance Carriers,Insurance,-1,scientist,0,1,1,0,0,0,0,0,12,L
Data Scientist,145000,225000,3.9,Criteo,"Ann Arbor, MI","Paris, France",18,Public,Internet,Information Technology,$2 to $5 billion,scientist,0,0,1,0,0,0,0,0,18,L
Data Scientist,145000,225000,3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",-1,Private,-1,-1,$1 to $5 million,scientist,0,1,1,0,0,0,0,0,-1,M
Data Scientist,145000,225000,3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",23,Private,Staffing & Outsourcing,Business Services,$25 to $50 million,scientist,1,0,1,1,0,0,0,0,23,M
Analytics - Business Assurance Data Analyst,145000,225000,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",31,Private,Lending,Finance,$100 to $500 million,analyst,1,1,0,1,0,0,0,0,31,L
Data Scientist,145000,225000,0,Microagility,"New York, NY","Princeton, NJ",-1,Private,Consulting,Business Services,$1 to $5 million,scientist,1,1,0,0,0,0,0,0,-1,S
Data Scientist,145000,225000,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",-1,Private,Consulting,Business Services,$5 to $10 million,scientist,0,0,0,0,0,0,0,0,-1,M
"Development Scientist, Voltaren",145000,225000,3.9,GSK,"Richmond, VA","Brentford, United Kingdom",193,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,0,0,0,0,0,1,0,193,L
Data Scientist,145000,225000,0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,1,0,1,-1,S
Data Scientist,79000,147000,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",7,Government,Federal Agencies,Government,-1,scientist,1,0,1,1,0,0,0,0,7,L
Data Scientist,79000,147000,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",23,Private,Investment Banking & Asset Management,Finance,-1,scientist,1,0,1,0,0,0,0,0,23,L
Data Engineer,79000,147000,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",15,Private,Computer Hardware & Software,Information Technology,$50 to $100 million,engineer,1,1,1,0,0,0,0,0,15,M
Data Scientist,79000,147000,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",26,Private,IT Services,Information Technology,$25 to $50 million,scientist,0,1,0,0,0,0,0,0,26,L
Data Scientist,79000,147000,3.3,Huxley,"San Francisco, CA","London, United Kingdom",28,Private,Staffing & Outsourcing,Business Services,$25 to $50 million,scientist,0,0,1,0,0,0,0,0,28,L
Data Scientist,79000,147000,3.4,FM Systems,"Boston, MA","Raleigh, NC",39,Private,Computer Hardware & Software,Information Technology,$5 to $10 million,scientist,1,1,1,0,0,0,1,0,39,M
Data Scientist,79000,147000,0,B4Corp,"Reston, VA","Leesburg, VA",-1,Private,IT Services,Information Technology,-1,scientist,1,1,1,0,0,0,0,0,-1,M
Machine Learning Engineer,79000,147000,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",69,Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,engineer,0,0,1,0,0,0,0,0,69,L
Principal Data & Analytics Platform Engineer,79000,147000,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",90,Private,Insurance Carriers,Insurance,$5 to $10 billion,engineer,1,1,1,0,0,0,0,0,90,L
Machine Learning Engineer/Scientist,79000,147000,4.8,Jane Street,"New York, NY","New York, NY",23,Private,Investment Banking & Asset Management,Finance,-1,scientist,0,0,0,0,0,0,0,0,23,L
Data Scientist,79000,147000,5,SSATI,"McLean, VA","Annapolis Junction, MD",20,Private,Computer Hardware & Software,Information Technology,$10 to $25 million,scientist,1,1,1,0,0,0,0,0,20,S
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79000,147000,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",27,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,0,0,0,0,0,0,0,27,L
Data Scientist,79000,147000,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",-1,Private,-1,-1,-1,scientist,1,0,0,0,0,0,1,0,-1,L
Data Scientist,79000,147000,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",143,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion,scientist,1,1,1,0,0,0,0,0,143,L
Data Scientist,79000,147000,4.6,Centauri,"Reston, VA","Chantilly, VA",24,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,scientist,0,1,0,0,0,0,0,0,24,L
Data Scientist,79000,147000,0,Stride Search,"San Francisco, CA","Westlake Village, CA",-1,Private,-1,-1,Less than $1 million,scientist,0,0,1,0,0,0,0,0,-1,S
Machine Learning Engineer,79000,147000,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",39,Education,Colleges & Universities,Education,-1,engineer,0,0,1,0,0,0,0,1,39,L
Data Analyst - Unilever Prestige,79000,147000,3.8,Dermalogica,"Carson, CA","Carson, CA",37,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million,analyst,0,1,1,1,0,0,0,0,37,L
Data Scientist,79000,147000,4.8,TechProjects,"New York, NY","North Brunswick, NJ",12,Private,IT Services,Information Technology,-1,scientist,1,1,1,1,0,0,0,0,12,S
"VP, Data Science",79000,147000,3.9,7Park Data,"New York, NY","New York, NY",11,Private,Research & Development,Business Services,-1,other job role,1,0,1,0,0,0,0,1,11,M
Data Scientist,122000,146000,4,Netskope,"Santa Clara, CA","Santa Clara, CA",11,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,1,0,1,0,0,0,0,1,11,L
Data Scientist,122000,146000,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",10,Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million,scientist,0,0,1,0,0,0,0,0,10,M
Senior Business Intelligence Analyst,122000,146000,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",24,Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million,analyst,0,1,0,0,0,0,0,0,24,L
Data Scientist,122000,146000,3,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",136,Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion,scientist,0,0,0,0,0,0,0,0,136,L
Data Engineer - Kafka,122000,146000,3.5,Western Digital,"San Jose, CA","San Jose, CA",53,Public,Computer Hardware & Software,Information Technology,$10+ billion,engineer,0,0,1,0,0,0,0,0,53,L
Data Scientist,122000,146000,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",-1,Private,-1,-1,$1 to $5 million,scientist,0,1,1,0,0,1,0,1,-1,S
Data Scientist,122000,146000,5,Averity,"New York, NY","New York, NY",9,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,0,0,0,0,0,0,0,9,S
Data Scientist,122000,146000,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",21,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million,scientist,0,1,0,0,0,0,0,0,21,L
Data Scientist,122000,146000,0,Point72 Ventures,"Palo Alto, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,-1
Decision Scientist,122000,146000,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",81,NPO,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,scientist,1,0,0,0,0,0,0,1,81,L
Data Scientist,122000,146000,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",13,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,0,0,1,0,0,0,0,1,13,S
Data Science All Star Program - Data Engineer Track,122000,146000,4.6,Blend360,"Columbia, MD","Columbia, MD",21,Private,Consulting,Business Services,-1,engineer,0,1,1,0,0,0,0,1,21,M
Data Scientist - TS/SCI FSP or CI Required,122000,146000,5,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",12,Private,IT Services,Information Technology,$1 to $5 million,scientist,0,0,1,0,0,0,0,0,12,S
Data Analyst,122000,146000,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",11,Public,Consulting,Business Services,$1 to $5 million,analyst,1,1,1,1,0,0,0,0,11,M
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Data Scientist,122000,146000,0,Hatch Data Inc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,0,0,1,0,0,0,0,0,-1,-1
Senior Data Scientist,122000,146000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,1,1,1,0,0,0,0,0,-1,L
Data Scientist,112000,116000,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",24,Private,Enterprise Software & Network Solutions,Information Technology,-1,scientist,1,1,1,1,1,0,0,0,24,L
Data Scientist,112000,116000,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",242,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,1,1,0,0,0,1,1,242,L
Data Scientist,112000,116000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,0,1,1,1,0,1,0,0,-1,L
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112000,116000,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",76,NPO,Research & Development,Business Services,$500 million to $1 billion,scientist,1,0,1,0,0,0,0,0,76,L
Data Scientist,112000,116000,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",15,Private,Consulting,Business Services,-1,scientist,0,1,1,0,0,0,0,0,15,M
Data Science Software Engineer,112000,116000,4.8,Klaviyo,"Boston, MA","Boston, MA",11,Private,Computer Hardware & Software,Information Technology,-1,engineer,0,0,1,0,0,1,0,0,11,L
AI Ops Data Scientist,112000,116000,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",110,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,scientist,0,1,1,0,0,0,0,0,110,L
Data Scientist,112000,116000,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",-1,Private,-1,-1,-1,scientist,0,0,0,0,0,0,0,0,-1,M
Data Scientist,112000,116000,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",5,Public,Aerospace & Defense,Aerospace & Defense,-1,scientist,0,0,1,0,0,1,0,0,5,L
Data Scientist,112000,116000,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",43,Private,Staffing & Outsourcing,Business Services,-1,scientist,0,1,1,0,0,0,1,1,43,S
Scientist - Machine Learning,112000,116000,3.5,Allen Institute,"Seattle, WA","Seattle, WA",20,NPO,Research & Development,Business Services,$100 to $500 million,scientist,0,0,0,0,0,0,0,1,20,L
Data Scientist,112000,116000,4.4,Eliassen Group,"Plano, TX","Reading, MA",34,Private,Staffing & Outsourcing,Business Services,$100 to $500 million,scientist,0,0,1,0,0,0,0,0,34,L
Data Scientist,112000,116000,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",22,Private,Staffing & Outsourcing,Business Services,$1 to $5 million,scientist,1,1,1,1,0,1,0,0,22,S
Sr. Data Scientist,112000,116000,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",12,Private,Travel Agencies,Travel & Tourism,-1,scientist,0,1,1,0,0,0,1,1,12,L
Data Scientist,112000,116000,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",24,Private,IT Services,Information Technology,$50 to $100 million,scientist,1,1,1,0,0,0,0,0,24,L
Data Scientist,112000,116000,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",115,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",-1,scientist,1,1,1,0,0,0,0,0,115,L
Analytics Manager - Data Mart,112000,116000,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",27,NPO,Health Care Services & Hospitals,Health Care,$500 million to $1 billion,other job role,0,1,0,1,0,1,0,0,27,L
Data Modeler (Analytical Systems),112000,116000,3.7,MassMutual,"Boston, MA","Springfield, MA",172,Private,Insurance Carriers,Insurance,$10+ billion,other job role,1,1,0,0,0,0,0,0,172,L
Applied AI Scientist / Engineer,112000,116000,5,"New Iron Group, Inc.","Boston, MA","Austin, TX",20,Contract,Computer Hardware & Software,Information Technology,-1,scientist,0,1,1,0,0,0,0,0,20,S
"Data Engineer (Analytics, SQL, Python, AWS)",112000,116000,4,Travelers,"Hartford, CT","Hartford, CT",170,Public,Insurance Carriers,Insurance,$10+ billion,engineer,0,1,1,0,0,0,0,0,170,L
Senior Data Analyst - Finance & Platform Analytics,112000,116000,3.6,Twitch,"San Francisco, CA","San Francisco, CA",12,Subsidiary or Business Segment,Internet,Information Technology,-1,analyst,0,1,1,1,0,1,0,0,12,L
Senior Data Scientist,110000,163000,4.8,Klaviyo,"Boston, MA","Boston, MA",11,Private,Computer Hardware & Software,Information Technology,-1,scientist,0,0,0,0,0,1,0,0,11,L
Market Research Data Scientist,110000,163000,3.8,GutCheck,"Denver, CO","Denver, CO",14,Private,Advertising & Marketing,Business Services,$10 to $25 million,scientist,1,0,0,0,0,0,0,0,14,M
IT Partner Digital Health Technology and Data Science,110000,163000,3.6,Biogen,"Cambridge, MA","Cambridge, MA",45,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,other job role,1,0,0,0,0,0,1,0,45,L
Data Scientist,110000,163000,0,HireAi,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,1,1,1,1,0,0,0,0,-1,-1
Data Scientist,110000,163000,0,HireAi,"San Francisco, CA",-1,-1,-1,-1,-1,-1,scientist,1,1,1,1,0,0,0,0,-1,-1
"Senior Machine Learning Scientist - Bay Area, CA",110000,163000,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,1,1,0,0,0,0,1,8,L
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110000,163000,4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",42,Public,Computer Hardware & Software,Information Technology,$1 to $2 billion,scientist,1,0,1,0,0,0,0,0,42,L
Senior Clinical Data Scientist Programmer,110000,163000,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",-1,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,scientist,1,0,0,0,1,0,0,0,-1,L
Data Engineer,110000,163000,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",18,Private,Federal Agencies,Government,$25 to $50 million,engineer,0,1,1,0,0,1,0,0,18,M
Computer Vision / Deep Learning Scientist,110000,163000,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",8,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,scientist,0,0,0,0,0,0,0,1,8,L
Data Solutions Engineer - Data Modeler,110000,163000,3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",111,Private,Insurance Carriers,Insurance,$10+ billion,engineer,0,1,1,0,0,1,0,0,111,L
Data Scientist,110000,163000,4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",27,Private,IT Services,Information Technology,$100 to $500 million,scientist,1,0,0,0,0,0,0,0,27,L
Data Scientist (TS/SCI w/ Poly),110000,163000,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,scientist,0,0,1,0,0,0,0,0,-1,L
Weapons and Sensors Engineer/Scientist,110000,163000,4,Dynetics,"Huntsville, AL","Huntsville, AL",49,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,scientist,0,0,1,0,0,1,0,0,49,L
Applied Computer Scientist,110000,163000,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",13,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,scientist,0,0,0,0,0,0,0,1,13,L
Senior Data Analyst,110000,163000,4.5,Novetta,"Herndon, VA","Mc Lean, VA",11,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,analyst,1,1,1,0,0,1,0,0,11,L
Cloud Data Engineer (Azure),110000,163000,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",90,Others,Banks & Credit Unions,Finance,-1,engineer,0,1,0,1,1,1,0,0,90,L
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110000,163000,4,Exact Sciences Corporation,"Madison, WI","Madison, WI",28,Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,scientist,0,0,0,0,0,1,0,0,28,L
Sr. Data Analyst,110000,163000,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",29,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion,analyst,1,1,0,1,1,0,0,0,29,L
Senior Scientist - Toxicologist - Product Integrity (Stewardship),110000,163000,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",148,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion,scientist,1,0,0,0,0,0,0,1,148,L
Senior Machine Learning Engineer,110000,163000,5,LifeOmic,"Raleigh, NC","Indianapolis, IN",7,Private,Enterprise Software & Network Solutions,Information Technology,-1,engineer,0,0,0,0,0,0,0,0,7,M
Product Data Scientist - Ads Data Science,124000,198000,4.1,Twitter,"San Francisco, CA","San Francisco, CA",17,Public,Internet,Information Technology,$2 to $5 billion,scientist,0,0,1,0,0,0,0,1,17,L
Data Scientist,124000,198000,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",12,Private,Express Delivery Services,Transportation & Logistics,-1,scientist,0,1,1,0,0,1,0,0,12,L
Data Scientist,124000,198000,4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD",13,Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million,scientist,0,0,1,1,0,0,0,0,13,M
